Joint_1,Joint_2,Joint_3,Torque_1,Torque_2,Torque_3
-2.0943951023931953,-2.0943951023931953,-2.0943951023931953,0.10786658376100558,-33.20469560109291,-24.00660826521338
-2.0943951023931953,-2.0943951023931953,-1.7951958020513104,0.10864246532596661,-0.272324797737134,-0.40817617166053277
-2.0943951023931953,-2.0943951023931953,-1.4959965017094252,0.11090116953890272,0.03025805691757953,-0.014429527783408537
-2.0943951023931953,-2.0943951023931953,-1.19679720136754,0.11444200061833437,0.03379888799701119,-0.01088869670397688
-2.0943951023931953,-2.0943951023931953,-0.8975979010256552,0.11895034018417279,0.03830722756284961,-0.006380357138138459
-2.0943951023931953,-2.0943951023931953,-0.5983986006837703,0.12402560248147095,0.043382489860147755,-0.0013050948408403137
-2.0943951023931953,-2.0943951023931953,-0.29919930034188513,0.12921682818269212,0.04857371556136895,0.0038861308603808827
-2.0943951023931953,-2.0943951023931953,0.0,0.1340627541029641,0.0534196414816409,0.008732056780652833
-2.0943951023931953,-2.0943951023931953,0.2991993003418849,0.13813279845827503,0.05748968583695184,0.012802101135963775
-2.0943951023931953,-2.0943951023931953,0.5983986006837698,0.14106531994656013,0.060422207325236926,0.01573462262424885
-2.0943951023931953,-2.0943951023931953,0.8975979010256547,0.1425997511644266,0.06195663854310341,0.017269053842115346
-2.0943951023931953,-2.0943951023931953,1.19679720136754,0.1425997511644266,0.06195663854310341,0.01726905384211534
-2.0943951023931953,-2.0943951023931953,1.495996501709425,0.1410653199465601,0.06042220732523691,0.015734622624248844
-2.0943951023931953,-2.0943951023931953,1.79519580205131,0.13813279845827503,0.05748968583695184,0.012802101135963768
-2.0943951023931953,-2.0943951023931953,2.0943951023931953,0.1340627541029641,0.05341964148164089,0.008732056780652826
-2.0943951023931953,-1.7951958020513104,-2.0943951023931953,0.12947151585020494,-0.05655558167792397,-0.08325678297043741
-2.0943951023931953,-1.7951958020513104,-1.7951958020513104,0.13173022006314106,0.05108710744181787,-0.014429527783408537
-2.0943951023931953,-1.7951958020513104,-1.4959965017094252,0.13527105114257273,0.054627938521249524,-0.01088869670397688
-2.0943951023931953,-1.7951958020513104,-1.19679720136754,0.13977939070841114,0.05913627808708795,-0.006380357138138455
-2.0943951023931953,-1.7951958020513104,-0.8975979010256552,0.14485465300570927,0.06421154038438609,-0.0013050948408403137
-2.0943951023931953,-1.7951958020513104,-0.5983986006837703,0.15004587870693048,0.06940276608560728,0.0038861308603808722
-2.0943951023931953,-1.7951958020513104,-0.29919930034188513,0.15489180462720242,0.07424869200587925,0.008732056780652836
-2.0943951023931953,-1.7951958020513104,0.0,0.15896184898251337,0.07831873636119019,0.012802101135963785
-2.0943951023931953,-1.7951958020513104,0.2991993003418849,0.16189437047079844,0.08125125784947526,0.015734622624248858
-2.0943951023931953,-1.7951958020513104,0.5983986006837698,0.16342880168866497,0.08278568906734177,0.017269053842115356
-2.0943951023931953,-1.7951958020513104,0.8975979010256547,0.16342880168866497,0.08278568906734177,0.017269053842115356
-2.0943951023931953,-1.7951958020513104,1.19679720136754,0.16189437047079844,0.08125125784947525,0.015734622624248844
-2.0943951023931953,-1.7951958020513104,1.495996501709425,0.15896184898251337,0.07831873636119016,0.012802101135963764
-2.0943951023931953,-1.7951958020513104,1.79519580205131,0.15489180462720242,0.07424869200587925,0.008732056780652836
-2.0943951023931953,-1.7951958020513104,2.0943951023931953,0.15004587870693048,0.06940276608560728,0.0038861308603808722
-2.0943951023931953,-1.4959965017094252,-2.0943951023931953,0.14673783003259996,0.06609471741127676,-0.014429527783408537
-2.0943951023931953,-1.4959965017094252,-1.7951958020513104,0.1502786611120316,0.06963554849070841,-0.01088869670397688
-2.0943951023931953,-1.4959965017094252,-1.4959965017094252,0.15478700067787002,0.07414388805654683,-0.006380357138138462
-2.0943951023931953,-1.4959965017094252,-1.19679720136754,0.15986226297516817,0.07921915035384497,-0.0013050948408403137
-2.0943951023931953,-1.4959965017094252,-0.8975979010256552,0.16505348867638936,0.08441037605506616,0.0038861308603808722
-2.0943951023931953,-1.4959965017094252,-0.5983986006837703,0.1698994145966613,0.08925630197533813,0.008732056780652829
-2.0943951023931953,-1.4959965017094252,-0.29919930034188513,0.17396945895197224,0.09332634633064904,0.012802101135963764
-2.0943951023931953,-1.4959965017094252,0.0,0.17690198044025734,0.09625886781893413,0.015734622624248837
-2.0943951023931953,-1.4959965017094252,0.2991993003418849,0.17843641165812382,0.09779329903680063,0.017269053842115342
-2.0943951023931953,-1.4959965017094252,0.5983986006837698,0.17843641165812382,0.09779329903680063,0.017269053842115342
-2.0943951023931953,-1.4959965017094252,0.8975979010256547,0.17690198044025734,0.09625886781893413,0.015734622624248837
-2.0943951023931953,-1.4959965017094252,1.19679720136754,0.17396945895197224,0.09332634633064904,0.012802101135963764
-2.0943951023931953,-1.4959965017094252,1.495996501709425,0.1698994145966613,0.08925630197533813,0.008732056780652829
-2.0943951023931953,-1.4959965017094252,1.79519580205131,0.16505348867638936,0.08441037605506616,0.0038861308603808722
-2.0943951023931953,-1.4959965017094252,2.0943951023931953,0.15986226297516817,0.07921915035384497,-0.0013050948408403137
-2.0943951023931953,-1.19679720136754,-2.0943951023931953,0.15813133852111314,0.07748822589978993,-0.01088869670397688
