Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Torque_1,Torque_2,Torque_3,Torque_4,Torque_5,Torque_6
-30.0,30.0,-30.0,-30.0,30.0,-30.0,2109935332939089.5,0.1673569677638064,0.06916524595312024,29.095852025077207,-0.1512738365616873,-0.02098230845419738
-30.0,30.0,-30.0,-30.0,30.0,0.0,2109935332939089.8,0.16735696776380643,0.06916524595312026,29.095852025077207,0.04200095179367553,-0.1770678804353787
-30.0,30.0,-30.0,-30.0,30.0,30.0,2109935332939089.8,0.1673569677638064,0.06916524595312021,29.095852025077207,-0.10551229797751957,-0.03364364611715976
-30.0,30.0,-30.0,0.0,-30.0,-30.0,2109935332939071.2,0.1673569677638064,0.06916524595312025,-0.036382896698817536,0.15326653842272558,-0.04178059719323779
-30.0,30.0,-30.0,0.0,-30.0,0.0,2109935332939071.0,0.1673569677638064,0.06916524595312024,-0.036382896698817536,-0.0824853181498979,0.16158296406555908
-30.0,30.0,-30.0,0.0,-30.0,30.0,2109935332939070.0,0.16735696776380643,0.06916524595312025,-0.03638289669881577,0.003030232298708864,0.09162941016172964
-30.0,30.0,-30.0,0.0,0.0,-30.0,2109935332939071.0,0.16735696776380643,0.06916524595312024,-0.036382896698817536,0.006459264604937096,-0.2034434868948582
-30.0,30.0,-30.0,0.0,0.0,0.0,2109935332939071.0,0.1673569677638064,0.06916524595312024,-4.3061997884137595,-3.1077667363338852,5.519872687633888
-30.0,30.0,-30.0,0.0,0.0,30.0,2109935332939070.8,0.16735696776380643,0.06916524595312024,-0.036382896698817536,-0.3321915798960006,0.18795857052503853
-30.0,30.0,-30.0,0.0,30.0,-30.0,2109935332939071.0,0.1673569677638064,0.06916524595312024,-0.036382896698817536,-0.15127383656168733,-0.020982308454197365
-30.0,30.0,-30.0,0.0,30.0,0.0,2109935332939071.0,0.1673569677638064,0.06916524595312024,-0.036382896698817536,0.04200095179367552,-0.1770678804353787
-30.0,30.0,-30.0,0.0,30.0,30.0,2109935332939071.0,0.16735696776380637,0.06916524595312021,-0.03638289669881577,-0.10551229797751957,-0.03364364611715977
-30.0,30.0,-30.0,30.0,-30.0,-30.0,2109935332939090.2,0.1673569677638064,0.06916524595312024,-29.248283507735472,0.15326653842272558,-0.0417805971932378
-30.0,30.0,-30.0,30.0,-30.0,0.0,2109935332939090.0,0.16735696776380643,0.06916524595312024,-29.248283507735472,-0.08248531814989789,0.1615829640655591
-30.0,30.0,-30.0,30.0,-30.0,30.0,2109935332939090.0,0.1673569677638064,0.06916524595312024,-29.24828350773545,0.003030232298708864,0.09162941016172965
-30.0,30.0,-30.0,30.0,0.0,-30.0,2109935332939089.0,0.16735696776380643,0.06916524595312024,-32.32990675115124,-2.2820386758313598,-0.20344348689485817
-30.0,30.0,-30.0,30.0,0.0,0.0,2109935332939090.0,0.16735696776380643,0.06916524595312026,-35.149575798667286,-10.555321123279164,24.617905268641216
-30.0,30.0,-30.0,30.0,0.0,30.0,2109935332939089.8,0.16735696776380643,0.06916524595312025,-32.32990675115121,-2.6206895203322977,0.18795857052503856
-30.0,30.0,-30.0,30.0,30.0,-30.0,2109935332939089.8,0.16735696776380643,0.06916524595312026,-24.55136148067272,0.4832738889387522,-0.02098230845419738
-30.0,30.0,-30.0,30.0,30.0,0.0,2109935332939090.0,0.1673569677638064,0.06916524595312024,-24.551361480672707,0.676548677294115,-0.1770678804353787
-30.0,30.0,-30.0,30.0,30.0,30.0,2109935332939090.0,0.16735696776380643,0.06916524595312026,-24.551361480672707,0.52903542752292,-0.033643646117159774
-30.0,30.0,0.0,-30.0,-30.0,-30.0,2109935332939090.0,0.08235347271813512,-0.002751196898103228,29.09585202507722,0.15326653842272556,-0.04178059719323782
-30.0,30.0,0.0,-30.0,-30.0,0.0,2109935332939089.8,0.08235347271813509,-0.002751196898103228,29.09585202507722,-0.08248531814989789,0.16158296406555905
-30.0,30.0,0.0,-30.0,-30.0,30.0,2109935332939089.8,0.08235347271813509,-0.002751196898103221,29.09585202507722,0.0030302322987088605,0.09162941016172965
-30.0,30.0,0.0,-30.0,0.0,-30.0,2109935332939089.8,0.0823534727181351,-0.002751196898103228,29.095852025077207,0.006459264604937093,-0.20344348689485817
-30.0,30.0,0.0,-30.0,0.0,0.0,2109935332939089.8,0.0823534727181351,-0.002751196898103228,29.095852025077207,-0.13122847916738123,-0.05019374657776245
-30.0,30.0,0.0,-30.0,0.0,30.0,2109935332939089.5,0.08235347271813509,-0.002751196898103228,29.09585202507722,-0.3321915798960006,0.18795857052503853
-30.0,30.0,0.0,-30.0,30.0,-30.0,2109935332939089.8,0.08235347271813509,-0.002751196898103221,29.095852025077257,-0.15127383656168733,-0.020982308454197393
-30.0,30.0,0.0,-30.0,30.0,0.0,2109935332939090.0,0.08235347271813509,-0.002751196898103235,29.09585202507722,0.04200095179367552,-0.1770678804353787
-30.0,30.0,0.0,-30.0,30.0,30.0,2109935332939089.8,0.08235347271813509,-0.002751196898103228,29.095852025077207,-0.10551229797751954,-0.03364364611715979
-30.0,30.0,0.0,0.0,-30.0,-30.0,2109935332939071.2,0.08235347271813509,-0.002751196898103228,-0.03638289669881754,0.15326653842272556,-0.0417805971932378
-30.0,30.0,0.0,0.0,-30.0,0.0,2109935332939071.0,0.08235347271813509,-0.002751196898103228,-0.036382896698817536,-0.08248531814989789,0.16158296406555908
-30.0,30.0,0.0,0.0,-30.0,30.0,2109935332939071.2,0.0823534727181351,-0.002751196898103214,-0.036382896698817536,0.0030302322987088605,0.09162941016172967
-30.0,30.0,0.0,0.0,0.0,-30.0,2109935332939071.2,0.0823534727181351,-0.002751196898103235,-0.03638289669881754,0.0064592646049370945,-0.2034434868948582
-30.0,30.0,0.0,0.0,0.0,0.0,2109935332939071.0,0.08235347271813509,-0.002751196898103221,-4.306199788413757,-3.1077667363338852,5.5198726876338915
-30.0,30.0,0.0,0.0,0.0,30.0,2109935332939070.8,0.0823534727181351,-0.0027511968981032246,-0.036382896698817536,-0.3321915798960007,0.18795857052503856
-30.0,30.0,0.0,0.0,30.0,-30.0,2109935332939071.0,0.08235347271813509,-0.002751196898103235,-0.03638289669881754,-0.15127383656168733,-0.020982308454197365
-30.0,30.0,0.0,0.0,30.0,0.0,2109935332939071.2,0.08235347271813512,-0.002751196898103214,-0.036382896698817536,0.042000951793675516,-0.1770678804353787
-30.0,30.0,0.0,0.0,30.0,30.0,2109935332939071.0,0.08235347271813509,-0.002751196898103228,-0.036382896698817536,-0.10551229797751957,-0.03364364611715978
-30.0,30.0,0.0,30.0,-30.0,-30.0,2109935332939090.2,0.0823534727181351,-0.002751196898103228,-29.248283507735458,0.15326653842272558,-0.0417805971932378
-30.0,30.0,0.0,30.0,-30.0,0.0,2109935332939090.0,0.08235347271813509,-0.002751196898103228,-29.24828350773548,-0.08248531814989789,0.16158296406555908
-30.0,30.0,0.0,30.0,-30.0,30.0,2109935332939090.0,0.0823534727181351,-0.002751196898103228,-29.248283507735444,0.0030302322987088605,0.09162941016172965
-30.0,30.0,0.0,30.0,0.0,-30.0,2109935332939090.0,0.0823534727181351,-0.002751196898103221,-32.32990675115124,-2.2820386758313598,-0.2034434868948582
-30.0,30.0,0.0,30.0,0.0,0.0,2109935332939090.0,0.0823534727181351,-0.002751196898103221,-35.14957579866731,-10.555321123279164,24.617905268641223
-30.0,30.0,0.0,30.0,0.0,30.0,2109935332939089.8,0.0823534727181351,-0.0027511968981032316,-32.32990675115124,-2.6206895203322973,0.1879585705250385
-30.0,30.0,0.0,30.0,30.0,-30.0,2109935332939090.0,0.08235347271813509,-0.002751196898103228,-24.55136148067274,0.48327388893875184,-0.020982308454197393
-30.0,30.0,0.0,30.0,30.0,0.0,2109935332939090.2,0.0823534727181351,-0.002751196898103214,-24.55136148067273,0.6765486772941152,-0.1770678804353787
-30.0,30.0,0.0,30.0,30.0,30.0,2109935332939090.0,0.08235347271813512,-0.002751196898103221,-24.551361480672732,0.52903542752292,-0.03364364611715978
-30.0,30.0,30.0,-30.0,-30.0,-30.0,2109935332939090.0,-0.04343371063138465,-9.69386570403817,30.69112179919531,0.15326653842272558,-0.04178059719323783
-30.0,30.0,30.0,-30.0,-30.0,0.0,2109935332939089.8,-0.04343371063138465,-9.693865704038172,30.691121799195297,-0.08248531814989789,0.16158296406555905
-30.0,30.0,30.0,-30.0,-30.0,30.0,2109935332939090.0,-0.04343371063138465,-9.69386570403817,30.691121799195283,0.0030302322987088622,0.09162941016172965
-30.0,30.0,30.0,-30.0,0.0,-30.0,2109935332939090.8,-0.04343371063138465,-9.69386570403817,30.691121799195297,0.0064592646049370945,-0.2034434868948582
-30.0,30.0,30.0,-30.0,0.0,0.0,2109935332939089.8,-0.04343371063138465,-9.69386570403817,30.69112179919531,-0.13122847916738126,-0.050193746577762446
-30.0,30.0,30.0,-30.0,0.0,30.0,2109935332939089.5,-0.04343371063138404,-9.69386570403817,30.691121799195297,-0.33219157989600057,0.1879585705250385
-30.0,30.0,30.0,-30.0,30.0,-30.0,2109935332939089.8,-0.04343371063138465,-9.69386570403817,30.69112179919531,-0.1512738365616873,-0.02098230845419738
-30.0,30.0,30.0,-30.0,30.0,0.0,2109935332939090.0,-0.04343371063138465,-9.69386570403817,30.69112179919531,0.042000951793675516,-0.1770678804353787
-30.0,30.0,30.0,-30.0,30.0,30.0,2109935332939089.8,-0.04343371063138465,-9.69386570403817,30.691121799195283,-0.10551229797751957,-0.03364364611715977
-30.0,30.0,30.0,0.0,-30.0,-30.0,2109935332939071.5,-0.20700828164775611,-9.146724174023474,-0.0363828966988171,0.15326653842272556,-0.04178059719323782
-30.0,30.0,30.0,0.0,-30.0,0.0,2109935332939071.2,-0.20700828164775611,-9.146724174023472,-0.0363828966988171,-0.08248531814989789,0.16158296406555908
-30.0,30.0,30.0,0.0,-30.0,30.0,2109935332939071.2,-0.20700828164775611,-9.146724174023472,-0.03638289669881754,0.003030232298708863,0.09162941016172967
-30.0,30.0,30.0,0.0,0.0,-30.0,2109935332939071.2,-0.20700828164775611,-9.146724174023472,-0.0363828966988171,0.006459264604937098,-0.2034434868948582
-30.0,30.0,30.0,0.0,0.0,0.0,2109935332939071.0,-0.20700828164775611,-9.146724174023472,-4.3061997884137595,-3.107766736333887,5.5198726876338915
-30.0,30.0,30.0,0.0,0.0,30.0,2109935332939071.0,-0.2070082816477568,-9.146724174023472,-0.03638289669881754,-0.3321915798960006,0.1879585705250385
-30.0,30.0,30.0,0.0,30.0,-30.0,2109935332939071.0,-0.20700828164775611,-9.146724174023472,-0.0363828966988171,-0.1512738365616873,-0.020982308454197393
-30.0,30.0,30.0,0.0,30.0,0.0,2109935332939071.2,-0.20700828164775611,-9.146724174023468,-0.0363828966988171,0.042000951793675516,-0.1770678804353787
-30.0,30.0,30.0,0.0,30.0,30.0,2109935332939071.0,-0.20700828164775611,-9.146724174023472,-0.03638289669881754,-0.10551229797751957,-0.03364364611715977
-30.0,30.0,30.0,30.0,-30.0,-30.0,2109935332939090.2,-0.20700828164775611,-9.146724174023472,-29.248283507735458,0.15326653842272556,-0.0417805971932378
-30.0,30.0,30.0,30.0,-30.0,0.0,2109935332939090.0,-0.20700828164775611,-9.146724174023472,-29.24828350773548,-0.08248531814989789,0.16158296406555908
-30.0,30.0,30.0,30.0,-30.0,30.0,2109935332939090.2,-0.2070082816477562,-9.146724174023472,-29.248283507735508,0.003030232298708864,0.09162941016172964
-30.0,30.0,30.0,30.0,0.0,-30.0,2109935332939091.0,-0.20700828164775611,-9.146724174023475,-32.32990675115123,-2.2820386758313598,-0.2034434868948582
-30.0,30.0,30.0,30.0,0.0,0.0,2109935332939090.0,-0.20700828164775611,-9.146724174023475,-35.149575798667286,-10.555321123279164,24.617905268641223
-30.0,30.0,30.0,30.0,0.0,30.0,2109935332939089.8,-0.2070082816477555,-9.146724174023472,-32.32990675115124,-2.6206895203322977,0.18795857052503856
-30.0,30.0,30.0,30.0,30.0,-30.0,2109935332939090.0,-0.20700828164775611,-9.146724174023472,-24.551361480672732,0.4832738889387522,-0.020982308454197365
-30.0,30.0,30.0,30.0,30.0,0.0,2109935332939090.2,-0.20700828164775611,-9.146724174023468,-24.551361480672732,0.676548677294115,-0.1770678804353787
-30.0,30.0,30.0,30.0,30.0,30.0,2109935332939090.0,-0.20700828164775611,-9.146724174023474,-24.551361480672732,0.52903542752292,-0.03364364611715978
0.0,-30.0,-30.0,-30.0,-30.0,-30.0,43877901.081165366,-0.660605713782001,-0.04625991081610634,122.71993034142484,0.006459264604937089,-0.20344348689485814
0.0,-30.0,-30.0,-30.0,-30.0,0.0,43877900.94347762,-0.660605713782001,-0.04625991081610635,122.71993034142484,-0.13122847916738126,-0.05019374657776246
0.0,-30.0,-30.0,-30.0,-30.0,30.0,43877900.74251452,-0.660605713782001,-0.04625991081610632,122.71993034142484,-0.3321915798960006,0.18795857052503853
0.0,-30.0,-30.0,-30.0,0.0,-30.0,43877900.92343227,-0.660605713782001,-0.04625991081610634,122.71993034142484,-0.15127383656168733,-0.020982308454197393
0.0,-30.0,-30.0,-30.0,0.0,0.0,43877901.11670706,-0.660605713782001,-0.046259910816106364,122.71993034142484,0.042000951793675516,-0.1770678804353787
0.0,-30.0,-30.0,-30.0,0.0,30.0,43877900.96919381,-0.660605713782001,-0.04625991081610634,122.71993034142484,-0.10551229797751957,-0.03364364611715978
0.0,-30.0,-30.0,-30.0,30.0,-30.0,43877901.02157842,-0.660605713782001,-0.04625991081610633,122.71993034142484,-0.05312768184433253,0.19697038389276122
0.0,-30.0,-30.0,-30.0,30.0,0.0,43877901.203266956,-0.660605713782001,-0.04625991081610635,122.71993034142484,0.1441858945890472,-0.0044322079935946584
0.0,-30.0,-30.0,-30.0,30.0,30.0,43877901.358721875,-0.660605713782001,-0.046259910816106344,122.71993034142484,0.2996407300079943,-0.19833773291119186
0.0,-30.0,-30.0,0.0,-30.0,-30.0,43877903.290178865,-0.13131579664299278,-0.046259910816106344,0.13158610910572932,0.006459264604937093,-0.2034434868948582
0.0,-30.0,-30.0,0.0,-30.0,0.0,43877903.168116085,-0.13131579664299278,-0.046259910816106344,0.13158610910572932,-0.13122847916738126,-0.050193746577762446
0.0,-30.0,-30.0,0.0,-30.0,30.0,43877902.96715298,-0.13131579664299278,-0.04625991081610635,0.13158610910572932,-0.3321915798960006,0.18795857052503856
0.0,-30.0,-30.0,0.0,0.0,-30.0,43877903.14807073,-0.13131579664299278,-0.04625991081610636,0.13158610910572932,-0.15127383656168736,-0.02098230845419738
0.0,-30.0,-30.0,0.0,0.0,0.0,43877903.325720556,-0.13131579664299278,-0.04625991081610635,-4.138230782609368,-2.9345373053720767,5.392998553774968
0.0,-30.0,-30.0,0.0,0.0,30.0,43877903.178207226,-0.1313157966429928,-0.04625991081610636,0.13158610910572932,-0.10551229797751957,-0.033643646117159795
0.0,-30.0,-30.0,0.0,30.0,-30.0,43877903.23059184,-0.1313157966429928,-0.04625991081610636,0.1315861091057311,-0.053127681844332544,0.19697038389276122
0.0,-30.0,-30.0,0.0,30.0,0.0,43877903.4279055,-0.1313157966429928,-0.046259910816106344,0.13158610910572932,0.1441858945890472,-0.0044322079935946316
0.0,-30.0,-30.0,0.0,30.0,30.0,43877903.583360255,-0.1313157966429928,-0.04625991081610636,0.13158610910572932,0.2996407300079943,-0.19833773291119186
0.0,-30.0,-30.0,30.0,-30.0,-30.0,43877900.96530985,-0.13131579664299278,-0.04625991081610633,-128.05923623021496,0.0064592646049371,-0.2034434868948582
0.0,-30.0,-30.0,30.0,-30.0,0.0,43877900.82762211,-0.1313157966429928,-0.04625991081610635,-128.05923623021496,-0.13122847916738126,-0.05019374657776244
0.0,-30.0,-30.0,30.0,-30.0,30.0,43877900.626659006,-0.13131579664299278,-0.04625991081610634,-128.05923623021496,-0.3321915798960007,0.18795857052503856
0.0,-30.0,-30.0,30.0,0.0,-30.0,43877900.80757675,-0.1313157966429928,-0.04625991081610635,-131.1408594736307,-2.4397717769979743,-0.020982308454197365
0.0,-30.0,-30.0,30.0,0.0,0.0,43877901.00085154,-0.13131579664299278,-0.04625991081610634,-133.96052852114678,-10.382091692318102,24.49103113478363
0.0,-30.0,-30.0,30.0,0.0,30.0,43877900.85333829,-0.1313157966429928,-0.04625991081610635,-131.1408594736307,-2.3940102384138067,-0.03364364611715978
0.0,-30.0,-30.0,30.0,30.0,-30.0,43877900.90572291,-0.1313157966429928,-0.04625991081610633,-123.36231420315225,0.5814200436561006,0.19697038389276125
0.0,-30.0,-30.0,30.0,30.0,0.0,43877901.08741152,-0.13131579664299278,-0.04625991081610636,-123.36231420315225,0.7787336200894802,-0.004432207993594634
0.0,-30.0,-30.0,30.0,30.0,30.0,43877901.24286635,-0.13131579664299278,-0.04625991081610632,-123.36231420315225,0.9341884555084273,-0.1983377329111919
0.0,-30.0,0.0,-30.0,-30.0,-30.0,43877901.0782762,-0.6733415897195277,-0.07227584008050775,122.71993034142484,0.0064592646049371,-0.2034434868948582
0.0,-30.0,0.0,-30.0,-30.0,0.0,43877900.956213504,-0.6733415897195277,-0.07227584008050773,122.71993034142484,-0.13122847916738123,-0.05019374657776246
0.0,-30.0,0.0,-30.0,-30.0,30.0,43877900.7552504,-0.6733415897195277,-0.07227584008050772,122.71993034142484,-0.3321915798960007,0.18795857052503856
0.0,-30.0,0.0,-30.0,0.0,-30.0,43877900.93616814,-0.6733415897195277,-0.07227584008050773,122.71993034142484,-0.15127383656168736,-0.020982308454197338
0.0,-30.0,0.0,-30.0,0.0,0.0,43877901.12944293,-0.6733415897195277,-0.07227584008050773,122.71993034142484,0.042000951793675516,-0.17706788043537872
0.0,-30.0,0.0,-30.0,0.0,30.0,43877901.50583339,-0.6733415897195277,-0.07227584008050773,122.71993034142484,-0.10551229797751957,-0.03364364611715978
0.0,-30.0,0.0,-30.0,30.0,-30.0,43877901.01868931,-0.6733415897195277,-0.07227584008050772,122.71993034142488,-0.053127681844332544,0.19697038389276128
0.0,-30.0,0.0,-30.0,30.0,0.0,43877901.21600291,-0.6733415897195277,-0.07227584008050772,122.71993034142488,0.1441858945890472,-0.004432207993594639
0.0,-30.0,0.0,-30.0,30.0,30.0,43877901.371457666,-0.6733415897195277,-0.07227584008050773,122.71993034142488,0.2996407300079943,-0.1983377329111919
0.0,-30.0,0.0,0.0,-30.0,-30.0,43877903.302914746,-0.1440516725805195,-0.07227584008050772,0.1315861091057302,0.006459264604937093,-0.2034434868948582
0.0,-30.0,0.0,0.0,-30.0,0.0,43877903.16522692,-0.14405167258051954,-0.07227584008050773,0.1315861091057302,-0.13122847916738123,-0.05019374657776243
0.0,-30.0,0.0,0.0,-30.0,30.0,43877902.979888864,-0.1440516725805195,-0.07227584008050772,0.13158610910572932,-0.33219157989600057,0.18795857052503845
0.0,-30.0,0.0,0.0,0.0,-30.0,43877903.160806604,-0.1440516725805195,-0.07227584008050772,0.1315861091057302,-0.15127383656168733,-0.02098230845419738
0.0,-30.0,0.0,0.0,0.0,0.0,43877903.33845643,-0.1440516725805195,-0.07227584008050772,-4.138230782609367,-2.9345373053720785,5.392998553774968
0.0,-30.0,0.0,0.0,0.0,30.0,43877903.74609689,-0.14405167258051954,-0.07227584008050772,0.13158610910572932,-0.10551229797751957,-0.03364364611715975
0.0,-30.0,0.0,0.0,30.0,-30.0,43877903.243327715,-0.14405167258051954,-0.07227584008050773,0.1315861091057311,-0.05312768184433252,0.19697038389276125
0.0,-30.0,0.0,0.0,30.0,0.0,43877903.44064137,-0.14405167258051954,-0.07227584008050772,0.1315861091057302,0.1441858945890472,-0.004432207993594662
0.0,-30.0,0.0,0.0,30.0,30.0,43877903.59609613,-0.14405167258051954,-0.07227584008050772,0.13158610910572932,0.2996407300079943,-0.19833773291119183
0.0,-30.0,0.0,30.0,-30.0,-30.0,43877900.96242077,-0.14405167258051954,-0.07227584008050772,-128.05923623021496,0.006459264604937079,-0.20344348689485817
0.0,-30.0,0.0,30.0,-30.0,0.0,43877900.84035798,-0.1440516725805195,-0.07227584008050772,-128.05923623021496,-0.13122847916738126,-0.05019374657776246
0.0,-30.0,0.0,30.0,-30.0,30.0,43877900.63939489,-0.1440516725805195,-0.07227584008050773,-128.05923623021496,-0.3321915798960006,0.18795857052503856
0.0,-30.0,0.0,30.0,0.0,-30.0,43877900.82031263,-0.14405167258051954,-0.07227584008050773,-131.1408594736307,-2.4397717769979756,-0.020982308454197365
0.0,-30.0,0.0,30.0,0.0,0.0,43877901.013587415,-0.14405167258051954,-0.07227584008050775,-133.96052852114678,-10.382091692318102,24.49103113478363
0.0,-30.0,0.0,30.0,0.0,30.0,43877901.38997787,-0.14405167258051954,-0.07227584008050775,-131.1408594736307,-2.3940102384138067,-0.033643646117159795
0.0,-30.0,0.0,30.0,30.0,-30.0,43877900.90283377,-0.14405167258051954,-0.07227584008050773,-123.36231420315225,0.5814200436561004,0.19697038389276122
0.0,-30.0,0.0,30.0,30.0,0.0,43877901.100147314,-0.14405167258051954,-0.07227584008050773,-123.36231420315225,0.7787336200894807,-0.004432207993594645
0.0,-30.0,0.0,30.0,30.0,30.0,43877901.25560223,-0.14405167258051954,-0.07227584008050775,-123.36231420315225,0.9341884555084273,-0.19833773291119186
0.0,-30.0,30.0,-30.0,-30.0,-30.0,43877901.13393825,0.7506704422625923,0.6033326555512815,122.65703998943286,0.006459264604937093,-0.20344348689485817
0.0,-30.0,30.0,-30.0,-30.0,0.0,43877900.99625051,0.7506704422625923,0.6033326555512832,122.65703998943286,-0.13122847916738126,-0.050193746577762446
0.0,-30.0,30.0,-30.0,-30.0,30.0,43877900.79528741,0.7506704422625923,0.6033326555512823,122.65703998943286,-0.3321915798960007,0.18795857052503853
0.0,-30.0,30.0,-30.0,0.0,-30.0,43877900.97620515,0.7506704422625923,0.6033326555512823,122.65703998943286,-0.1512738365616873,-0.020982308454197393
0.0,-30.0,30.0,-30.0,0.0,0.0,43877901.16947994,0.7506704422625923,0.6033326555512895,122.65703998943286,0.042000951793675516,-0.1770678804353787
0.0,-30.0,30.0,-30.0,0.0,30.0,43877900.466812976,0.7506704422625932,0.603332655551285,122.65703998943286,-0.10551229797751956,-0.03364364611715978
0.0,-30.0,30.0,-30.0,30.0,-30.0,43877901.0743513,0.7506704422625923,0.6033326555512868,122.65703998943286,-0.05312768184433254,0.19697038389276125
0.0,-30.0,30.0,-30.0,30.0,0.0,43877901.27166488,0.7506704422625923,0.6033326555512797,122.65703998943286,0.14418589458904718,-0.00443220799359465
0.0,-30.0,30.0,-30.0,30.0,30.0,43877901.41149467,0.7506704422625923,0.6033326555512797,122.65703998943286,0.2996407300079943,-0.19833773291119186
0.0,-30.0,30.0,0.0,-30.0,-30.0,43877903.34295175,-0.2426282927588679,-13.660276971852365,0.13158610910572932,0.006459264604937093,-0.2034434868948582
0.0,-30.0,30.0,0.0,-30.0,0.0,43877903.22088897,-0.2426282927588667,-13.660276971852365,0.1315861091057302,-0.13122847916738126,-0.050193746577762446
0.0,-30.0,30.0,0.0,-30.0,30.0,43877903.01992587,-0.2426282927588667,-13.660276971852365,0.13158610910572932,-0.3321915798960006,0.1879585705250385
0.0,-30.0,30.0,0.0,0.0,-30.0,43877903.20084361,-0.2426282927588667,-13.660276971852365,0.13158610910572932,-0.15127383656168733,-0.020982308454197393
0.0,-30.0,30.0,0.0,0.0,0.0,43877903.37849335,-0.24262829275886671,-13.660276971852365,-4.138230782609366,-2.934537305372078,5.392998553774972
0.0,-30.0,30.0,0.0,0.0,30.0,43877902.69145144,-0.24262829275886622,-13.660276971852364,0.13158610910572932,-0.10551229797751956,-0.03364364611715981
0.0,-30.0,30.0,0.0,30.0,-30.0,43877903.28336472,-0.2426282927588667,-13.660276971852365,0.13158610910572932,-0.05312768184433253,0.1969703838927612
0.0,-30.0,30.0,0.0,30.0,0.0,43877903.48067838,-0.24262829275886777,-13.660276971852365,0.1315861091057302,0.14418589458904718,-0.004432207993594637
0.0,-30.0,30.0,0.0,30.0,30.0,43877903.636133134,-0.2426282927588667,-13.660276971852365,0.13158610910572932,0.2996407300079943,-0.19833773291119183
0.0,-30.0,30.0,30.0,-30.0,-30.0,43877901.01808274,-0.24262829275886702,-13.660276971852365,-128.05923623021496,0.0064592646049371,-0.2034434868948582
0.0,-30.0,30.0,30.0,-30.0,0.0,43877900.88039499,-0.2426282927588667,-13.660276971852365,-128.05923623021496,-0.13122847916738126,-0.05019374657776244
0.0,-30.0,30.0,30.0,-30.0,30.0,43877900.67943189,-0.2426282927588667,-13.660276971852365,-128.05923623021496,-0.3321915798960006,0.18795857052503848
0.0,-30.0,30.0,30.0,0.0,-30.0,43877900.86034963,-0.2426282927588667,-13.660276971852356,-131.1408594736307,-2.4397717769979743,-0.02098230845419738
0.0,-30.0,30.0,30.0,0.0,0.0,43877901.03799941,-0.2426282927588667,-13.660276971852365,-133.96052852114678,-10.382091692318102,24.49103113478363
0.0,-30.0,30.0,30.0,0.0,30.0,43877900.35095746,-0.24262829275886622,-13.660276971852365,-131.1408594736307,-2.3940102384138067,-0.033643646117159795
0.0,-30.0,30.0,30.0,30.0,-30.0,43877900.95849579,-0.2426282927588667,-13.660276971852365,-123.36231420315225,0.5814200436561004,0.19697038389276125
0.0,-30.0,30.0,30.0,30.0,0.0,43877901.155809365,-0.2426282927588667,-13.660276971852365,-123.36231420315225,0.7787336200894802,-0.004432207993594631
0.0,-30.0,30.0,30.0,30.0,30.0,43877901.29563924,-0.2426282927588667,-13.66027697185236,-123.36231420315225,0.9341884555084272,-0.19833773291119186
0.0,0.0,-30.0,-30.0,-30.0,-30.0,43877901.07441244,1.8877840869616858,-0.060667942454521784,129.48239504522226,0.006459264604937096,-0.20344348689485817
0.0,0.0,-30.0,-30.0,-30.0,0.0,43877900.952349745,1.8877840869616858,-0.06066794245452174,129.48239504522226,-0.13122847916738123,-0.05019374657776246
0.0,0.0,-30.0,-30.0,-30.0,30.0,43877900.75138664,1.8877840869616858,-0.06066794245452177,129.48239504522226,-0.3321915798960006,0.1879585705250385
0.0,0.0,-30.0,-30.0,0.0,-30.0,43877900.93230438,1.8877840869616858,-0.060667942454521756,129.48239504522226,-0.15127383656168736,-0.02098230845419738
0.0,0.0,-30.0,-30.0,0.0,0.0,43877901.12557917,1.8877840869616858,-0.06066794245452175,129.48239504522226,0.04200095179367552,-0.1770678804353787
0.0,0.0,-30.0,-30.0,0.0,30.0,43877901.50196963,1.8877840869616858,-0.060667942454521756,129.48239504522226,-0.10551229797751956,-0.03364364611715978
0.0,0.0,-30.0,-30.0,30.0,-30.0,43877901.569979265,1.8877840869616866,-0.060667942454521756,129.48239504522226,-0.05312768184433254,0.19697038389276122
0.0,0.0,-30.0,-30.0,30.0,0.0,43877901.21213907,1.8877840869616858,-0.06066794245452176,129.48239504522232,0.1441858945890472,-0.0044322079935946454
0.0,0.0,-30.0,-30.0,30.0,30.0,43877901.92274762,1.8877840869616866,-0.06066794245452176,129.48239504522226,0.29964073000799424,-0.19833773291119183
0.0,0.0,-30.0,0.0,-30.0,-30.0,43877903.299050905,-0.14018791370304745,-0.06066794245452176,0.13158610910572932,0.006459264604937093,-0.20344348689485817
0.0,0.0,-30.0,0.0,-30.0,0.0,43877903.16136316,-0.14018791370304745,-0.060667942454521784,0.13158610910572932,-0.13122847916738126,-0.05019374657776246
0.0,0.0,-30.0,0.0,-30.0,30.0,43877902.976025105,-0.14018791370304742,-0.060667942454521756,0.13158610910572932,-0.3321915798960006,0.18795857052503856
0.0,0.0,-30.0,0.0,0.0,-30.0,43877903.156942844,-0.14018791370304742,-0.060667942454521735,0.13158610910572932,-0.1512738365616873,-0.020982308454197407
0.0,0.0,-30.0,0.0,0.0,0.0,43877903.33459259,-0.14018791370304745,-0.06066794245452176,-4.138230782609368,-2.9345373053720767,5.392998553774968
