Joint_1,Joint_2,Joint_3,Joint_4,Joint_5,Joint_6,Torque_1,Torque_2,Torque_3,Torque_4,Torque_5,Torque_6
-30.0,-30.0,30.0,0.0,0.0,-30.0,2109935332939072.0,-0.7060905367531521,-10.23268216784017,-0.0363828966988171,0.006459264604937093,-0.2034434868948582
-30.0,-30.0,30.0,0.0,0.0,0.0,2109935332939071.8,-0.7060905367531521,-10.232682167840176,-4.306199788413758,-3.107766736333885,5.5198726876338915
-30.0,-30.0,30.0,0.0,0.0,30.0,2109935332939071.8,-0.7060905367531521,-10.232682167840172,-0.03638289669881754,-0.3321915798960006,0.18795857052503853
-30.0,-30.0,30.0,0.0,30.0,-30.0,2109935332939071.8,-0.7060905367531521,-10.232682167840176,-0.0363828966988171,-0.15127383656168733,-0.02098230845419738
-30.0,-30.0,30.0,0.0,30.0,0.0,2109935332939072.0,-0.7060905367531521,-10.232682167840174,-0.0363828966988171,0.042000951793675516,-0.1770678804353787
-30.0,-30.0,30.0,0.0,30.0,30.0,2109935332939071.8,-0.7060905367531526,-10.232682167840172,-0.03638289669881754,-0.10551229797751957,-0.03364364611715977
-30.0,-30.0,30.0,30.0,-30.0,-30.0,2109935332939091.0,-0.7060905367531521,-10.232682167840172,-29.248283507735458,0.15326653842272558,-0.041780597193237845
-30.0,-30.0,30.0,30.0,-30.0,0.0,2109935332939090.8,-0.7060905367531521,-10.232682167840172,-29.248283507735472,-0.08248531814989789,0.16158296406555905
-30.0,-30.0,30.0,30.0,-30.0,30.0,2109935332939091.0,-0.7060905367531521,-10.232682167840172,-29.248283507735444,0.0030302322987088622,0.09162941016172965
-30.0,-30.0,30.0,30.0,0.0,-30.0,2109935332939091.0,-0.7060905367531521,-10.232682167840172,-32.32990675115124,-2.2820386758313598,-0.2034434868948582
-30.0,-30.0,30.0,30.0,0.0,0.0,2109935332939090.8,-0.7060905367531521,-10.232682167840172,-35.1495757986673,-10.555321123279164,24.617905268641223
-30.0,-30.0,30.0,30.0,0.0,30.0,2109935332939090.5,-0.7060905367531521,-10.232682167840172,-32.32990675115123,-2.6206895203322973,0.18795857052503853
-30.0,-30.0,30.0,30.0,30.0,-30.0,2109935332939090.8,-0.7060905367531521,-10.232682167840172,-24.55136148067271,0.4832738889387522,-0.020982308454197393
-30.0,-30.0,30.0,30.0,30.0,0.0,2109935332939091.0,-0.7060905367531521,-10.232682167840172,-24.55136148067274,0.6765486772941152,-0.1770678804353787
-30.0,-30.0,30.0,30.0,30.0,30.0,2109935332939090.8,-0.7060905367531521,-10.232682167840172,-24.551361480672732,0.52903542752292,-0.03364364611715978
-30.0,0.0,-30.0,-30.0,-30.0,-30.0,2109935332939090.0,2.116039419416952,0.02754367464549335,31.940593512075424,0.15326653842272558,-0.04178059719323782
-30.0,0.0,-30.0,-30.0,-30.0,0.0,2109935332939089.8,2.116039419416952,0.02754367464549335,31.940593512075424,-0.08248531814989789,0.16158296406555905
-30.0,0.0,-30.0,-30.0,-30.0,30.0,2109935332939089.8,2.116039419416952,0.02754367464549335,31.940593512075424,0.003030232298708864,0.09162941016172964
-30.0,0.0,-30.0,-30.0,0.0,-30.0,2109935332939089.8,2.116039419416952,0.027543674645493336,31.94059351207541,0.006459264604937096,-0.2034434868948582
-30.0,0.0,-30.0,-30.0,0.0,0.0,2109935332939089.8,2.116039419416952,0.02754367464549335,31.94059351207541,-0.13122847916738126,-0.05019374657776245
-30.0,0.0,-30.0,-30.0,0.0,30.0,2109935332939089.5,2.116039419416952,0.027543674645493343,31.940593512075424,-0.3321915798960006,0.18795857052503848
-30.0,0.0,-30.0,-30.0,30.0,-30.0,2109935332939089.8,2.116039419416952,0.027543674645493343,31.940593512075424,-0.1512738365616873,-0.02098230845419738
-30.0,0.0,-30.0,-30.0,30.0,0.0,2109935332939090.0,2.116039419416952,0.02754367464549335,31.940593512075424,0.04200095179367551,-0.1770678804353787
-30.0,0.0,-30.0,-30.0,30.0,30.0,2109935332939089.8,2.116039419416952,0.027543674645493347,31.940593512075395,-0.10551229797751957,-0.03364364611715976
-30.0,0.0,-30.0,0.0,-30.0,-30.0,2109935332939071.2,0.08806741875217161,0.027543674645493357,-0.036382896698817536,0.15326653842272556,-0.04178059719323782
-30.0,0.0,-30.0,0.0,-30.0,0.0,2109935332939071.0,0.0880674187521716,0.027543674645493336,-0.036382896698817536,-0.08248531814989787,0.16158296406555908
-30.0,0.0,-30.0,0.0,-30.0,30.0,2109935332939071.2,0.08806741875217161,0.027543674645493336,-0.03638289669881577,0.003030232298708864,0.09162941016172962
-30.0,0.0,-30.0,0.0,0.0,-30.0,2109935332939071.2,0.0880674187521716,0.02754367464549335,-0.036382896698817536,0.006459264604937089,-0.2034434868948582
-30.0,0.0,-30.0,0.0,0.0,0.0,2109935332939071.0,0.0880674187521716,0.02754367464549333,-4.306199788413759,-3.1077667363338852,5.5198726876338915
-30.0,0.0,-30.0,0.0,0.0,30.0,2109935332939070.8,0.0880674187521716,0.02754367464549333,-0.036382896698817536,-0.3321915798960007,0.1879585705250385
-30.0,0.0,-30.0,0.0,30.0,-30.0,2109935332939071.0,0.08806741875217161,0.02754367464549335,-0.036382896698817536,-0.15127383656168733,-0.020982308454197365
-30.0,0.0,-30.0,0.0,30.0,0.0,2109935332939071.2,0.08806741875217161,0.02754367464549333,-0.036382896698817536,0.042000951793675516,-0.1770678804353787
-30.0,0.0,-30.0,0.0,30.0,30.0,2109935332939071.0,0.08806741875217158,0.027543674645493336,-0.03638289669881621,-0.10551229797751957,-0.03364364611715978
-30.0,0.0,-30.0,30.0,-30.0,-30.0,2109935332939090.2,0.0880674187521716,0.027543674645493336,-29.248283507735458,0.15326653842272553,-0.04178059719323782
-30.0,0.0,-30.0,30.0,-30.0,0.0,2109935332939090.0,0.08806741875217161,0.02754367464549335,-29.248283507735458,-0.08248531814989789,0.1615829640655591
-30.0,0.0,-30.0,30.0,-30.0,30.0,2109935332939090.0,0.08806741875217158,0.02754367464549335,-29.248283507735408,0.003030232298708864,0.09162941016172964
-30.0,0.0,-30.0,30.0,0.0,-30.0,2109935332939090.0,0.08806741875217158,0.027543674645493336,-32.32990675115123,-2.2820386758313598,-0.2034434868948582
-30.0,0.0,-30.0,30.0,0.0,0.0,2109935332939090.0,0.08806741875217161,0.02754367464549335,-35.1495757986673,-10.555321123279164,24.617905268641216
-30.0,0.0,-30.0,30.0,0.0,30.0,2109935332939089.8,0.08806741875217161,0.027543674645493357,-32.32990675115122,-2.6206895203322973,0.18795857052503853
-30.0,0.0,-30.0,30.0,30.0,-30.0,2109935332939090.0,0.08806741875217161,0.027543674645493343,-24.551361480672732,0.4832738889387523,-0.020982308454197393
-30.0,0.0,-30.0,30.0,30.0,0.0,2109935332939090.2,0.0880674187521716,0.02754367464549335,-24.551361480672707,0.676548677294115,-0.1770678804353787
-30.0,0.0,-30.0,30.0,30.0,30.0,2109935332939090.0,0.0880674187521716,0.02754367464549335,-24.55136148067267,0.52903542752292,-0.03364364611715977
-30.0,0.0,0.0,-30.0,-30.0,-30.0,2109935332939090.0,11.613792048916663,-6.549366026588276,35.21758486423079,0.15326653842272556,-0.041780597193237776
-30.0,0.0,0.0,-30.0,-30.0,0.0,2109935332939089.8,11.613792048916666,-6.549366026588278,35.217584864230794,-0.08248531814989789,0.16158296406555905
-30.0,0.0,0.0,-30.0,-30.0,30.0,2109935332939089.8,11.613792048916666,-6.549366026588274,35.21758486423078,0.003030232298708864,0.09162941016172967
-30.0,0.0,0.0,-30.0,0.0,-30.0,2109935332939089.8,11.613792048916666,-6.549366026588276,35.21758486423079,0.006459264604937093,-0.2034434868948582
-30.0,0.0,0.0,-30.0,0.0,0.0,2109935332939089.8,11.613792048916666,-6.549366026588272,35.21758486423078,-0.13122847916738123,-0.050193746577762446
-30.0,0.0,0.0,-30.0,0.0,30.0,2109935332939089.5,11.613792048916666,-6.549366026588276,35.217584864230794,-0.3321915798960006,0.18795857052503853
-30.0,0.0,0.0,-30.0,30.0,-30.0,2109935332939089.8,11.613792048916666,-6.549366026588276,35.21758486423077,-0.15127383656168733,-0.020982308454197365
-30.0,0.0,0.0,-30.0,30.0,0.0,2109935332939089.8,11.613792048916666,-6.549366026588274,35.21758486423078,0.04200095179367552,-0.1770678804353787
-30.0,0.0,0.0,-30.0,30.0,30.0,2109935332939089.8,11.613792048916666,-6.549366026588274,35.217584864230766,-0.10551229797751957,-0.03364364611715977
-30.0,0.0,0.0,0.0,-30.0,-30.0,2109935332939071.2,3.4244921838181295,-3.9057950835284245,4.691376514562125,0.15326653842272556,-0.04178059719323782
-30.0,0.0,0.0,0.0,-30.0,0.0,2109935332939071.0,3.4244921838181295,-3.905795083528424,4.691376514562125,-0.08248531814989787,0.16158296406555908
-30.0,0.0,0.0,0.0,-30.0,30.0,2109935332939071.0,3.4244921838181295,-3.905795083528424,4.691376514562126,0.003030232298708864,0.09162941016172965
-30.0,0.0,0.0,0.0,0.0,-30.0,2109935332939071.0,3.4244921838181295,-3.9057950835284228,4.691376514562129,0.006459264604937096,-0.2034434868948582
-30.0,0.0,0.0,0.0,0.0,0.0,2109935332939071.0,3.4244921838181295,-3.9057950835284254,0.42155962284718296,-3.107766736333887,5.5198726876338915
-30.0,0.0,0.0,0.0,0.0,30.0,2109935332939070.8,3.4244921838181295,-3.905795083528424,4.691376514562125,-0.3321915798960007,0.18795857052503853
-30.0,0.0,0.0,0.0,30.0,-30.0,2109935332939071.0,3.4244921838181295,-3.905795083528424,4.691376514562129,-0.15127383656168733,-0.020982308454197365
-30.0,0.0,0.0,0.0,30.0,0.0,2109935332939071.2,3.4244921838181295,-3.9057950835284228,4.691376514562127,0.04200095179367552,-0.1770678804353787
-30.0,0.0,0.0,0.0,30.0,30.0,2109935332939071.0,3.4244921838181295,-3.905795083528424,4.691376514562129,-0.10551229797751957,-0.03364364611715977
-30.0,0.0,0.0,30.0,-30.0,-30.0,2109935332939090.2,0.13112509209124024,0.08081619611612638,-29.248283507735458,0.15326653842272556,-0.04178059719323779
-30.0,0.0,0.0,30.0,-30.0,0.0,2109935332939090.0,0.13112509209124024,0.08081619611612642,-29.248283507735458,-0.08248531814989789,0.16158296406555905
-30.0,0.0,0.0,30.0,-30.0,30.0,2109935332939090.0,0.1311250920912402,0.08081619611612638,-29.24828350773548,0.003030232298708864,0.09162941016172965
-30.0,0.0,0.0,30.0,0.0,-30.0,2109935332939090.0,0.1311250920912402,0.0808161961161264,-32.32990675115123,-2.2820386758313598,-0.20344348689485817
-30.0,0.0,0.0,30.0,0.0,0.0,2109935332939090.0,0.13112509209124024,0.08081619611612641,-35.149575798667286,-10.555321123279164,24.617905268641223
-30.0,0.0,0.0,30.0,0.0,30.0,2109935332939089.8,0.13112509209124024,0.08081619611612641,-32.329906751151235,-2.6206895203322973,0.18795857052503853
-30.0,0.0,0.0,30.0,30.0,-30.0,2109935332939090.0,0.13112509209124024,0.0808161961161264,-24.551361480672732,0.4832738889387522,-0.020982308454197365
-30.0,0.0,0.0,30.0,30.0,0.0,2109935332939090.0,0.13112509209124024,0.08081619611612641,-24.55136148067273,0.6765486772941152,-0.1770678804353787
-30.0,0.0,0.0,30.0,30.0,30.0,2109935332939090.0,0.13112509209124024,0.0808161961161264,-24.551361480672707,0.52903542752292,-0.03364364611715975
-30.0,0.0,30.0,-30.0,-30.0,-30.0,2109935332939089.5,13.160830387375649,18.955568168761612,49.83736989131845,0.15326653842272558,-0.04178059719323782
-30.0,0.0,30.0,-30.0,-30.0,0.0,2109935332939089.2,13.160830387375649,18.955568168761616,49.83736989131845,-0.08248531814989787,0.16158296406555905
-30.0,0.0,30.0,-30.0,-30.0,30.0,2109935332939089.5,13.160830387375649,18.955568168761616,49.83736989131845,0.0030302322987088605,0.09162941016172965
-30.0,0.0,30.0,-30.0,0.0,-30.0,2109935332939089.5,13.160830387375649,18.955568168761605,49.83736989131844,0.0064592646049371,-0.2034434868948582
-30.0,0.0,30.0,-30.0,0.0,0.0,2109935332939089.2,13.160830387375649,18.955568168761616,49.83736989131845,-0.13122847916738126,-0.050193746577762446
-30.0,0.0,30.0,-30.0,0.0,30.0,2109935332939089.0,13.160830387375649,18.955568168761612,49.83736989131844,-0.3321915798960006,0.18795857052503853
-30.0,0.0,30.0,-30.0,30.0,-30.0,2109935332939089.2,13.160830387375649,18.955568168761612,49.83736989131845,-0.15127383656168733,-0.02098230845419738
-30.0,0.0,30.0,-30.0,30.0,0.0,2109935332939089.5,13.160830387375649,18.955568168761616,49.83736989131845,0.04200095179367552,-0.1770678804353787
-30.0,0.0,30.0,-30.0,30.0,30.0,2109935332939089.2,13.160830387375649,18.955568168761616,49.837369891318424,-0.10551229797751957,-0.03364364611715977
-30.0,0.0,30.0,0.0,-30.0,-30.0,2109935332939070.8,4.868017885958191,12.010108268090017,-0.0363828966988171,0.15326653842272556,-0.04178059719323782
-30.0,0.0,30.0,0.0,-30.0,0.0,2109935332939070.5,4.868017885958191,12.01010826809002,-0.03638289669881754,-0.08248531814989789,0.16158296406555908
-30.0,0.0,30.0,0.0,-30.0,30.0,2109935332939070.8,4.868017885958191,12.010108268090017,-0.03638289669881753,0.0030302322987088622,0.09162941016172965
-30.0,0.0,30.0,0.0,0.0,-30.0,2109935332939070.8,4.868017885958191,12.010108268090017,-0.0363828966988171,0.006459264604937093,-0.2034434868948582
-30.0,0.0,30.0,0.0,0.0,0.0,2109935332939070.5,4.868017885958191,12.01010826809002,-4.3061997884137595,-3.107766736333888,5.5198726876338915
-30.0,0.0,30.0,0.0,0.0,30.0,2109935332939070.2,4.868017885958191,12.010108268090017,-0.036382896698817536,-0.3321915798960007,0.18795857052503856
-30.0,0.0,30.0,0.0,30.0,-30.0,2109935332939070.5,4.868017885958191,12.010108268090013,-0.0363828966988171,-0.15127383656168733,-0.02098230845419738
-30.0,0.0,30.0,0.0,30.0,0.0,2109935332939070.8,4.868017885958191,12.01010826809002,-0.03638289669881754,0.04200095179367552,-0.17706788043537872
-30.0,0.0,30.0,0.0,30.0,30.0,2109935332939070.5,4.868017885958191,12.010108268090027,-0.03638289669881753,-0.10551229797751954,-0.033643646117159795
-30.0,0.0,30.0,30.0,-30.0,-30.0,2109935332939089.8,4.868017885958191,12.01010826809002,-29.248283507735458,0.15326653842272556,-0.04178059719323782
-30.0,0.0,30.0,30.0,-30.0,0.0,2109935332939089.5,4.868017885958191,12.010108268090027,-29.248283507735472,-0.08248531814989789,0.16158296406555908
-30.0,0.0,30.0,30.0,-30.0,30.0,2109935332939089.8,4.868017885958191,12.01010826809002,-29.24828350773545,0.0030302322987088605,0.09162941016172965
-30.0,0.0,30.0,30.0,0.0,-30.0,2109935332939089.8,4.868017885958191,12.01010826809002,-32.32990675115123,-2.2820386758313598,-0.2034434868948582
-30.0,0.0,30.0,30.0,0.0,0.0,2109935332939089.5,4.868017885958191,12.010108268090017,-35.1495757986673,-10.555321123279164,24.617905268641223
-30.0,0.0,30.0,30.0,0.0,30.0,2109935332939089.2,4.868017885958191,12.010108268090017,-32.32990675115122,-2.6206895203322973,0.18795857052503853
-30.0,0.0,30.0,30.0,30.0,-30.0,2109935332939089.5,4.868017885958191,12.01010826809002,-24.551361480672732,0.4832738889387522,-0.020982308454197393
-30.0,0.0,30.0,30.0,30.0,0.0,2109935332939089.8,4.868017885958191,12.01010826809002,-24.551361480672707,0.6765486772941152,-0.1770678804353787
-30.0,0.0,30.0,30.0,30.0,30.0,2109935332939089.5,4.868017885958191,12.01010826809002,-24.55136148067274,0.52903542752292,-0.033643646117159795
-30.0,30.0,-30.0,-30.0,-30.0,-30.0,2109935332939090.0,0.16735696776380643,0.06916524595312025,29.09585202507722,0.15326653842272556,-0.04178059719323779
-30.0,30.0,-30.0,-30.0,-30.0,0.0,2109935332939089.8,0.16735696776380646,0.06916524595312026,29.095852025077207,-0.08248531814989789,0.16158296406555908
-30.0,30.0,-30.0,-30.0,-30.0,30.0,2109935332939089.8,0.1673569677638064,0.06916524595312022,29.095852025077193,0.003030232298708864,0.09162941016172965
-30.0,30.0,-30.0,-30.0,0.0,-30.0,2109935332939088.8,0.16735696776380637,0.06916524595312024,29.09585202507722,0.006459264604937086,-0.2034434868948582
-30.0,30.0,-30.0,-30.0,0.0,0.0,2109935332939089.8,0.16735696776380643,0.06916524595312024,29.09585202507722,-0.13122847916738126,-0.05019374657776245
-30.0,30.0,-30.0,-30.0,0.0,30.0,2109935332939089.5,0.16735696776380643,0.06916524595312025,29.095852025077207,-0.3321915798960007,0.18795857052503853
